CustomerID,Age,TenureMonths,MonthlyFee,TotalSpent,PlanType,Region,PaymentMethod,DeviceCount,StreamingHours,SupportTickets,AutoPay,FamilyPlan,Churn
SP-000297,66,62,9.66,570.98,Premium,West,Debit Card,1,21.6,0,No,No,No
SP-000298,43,40,5.88,287.52,Premium,North,Debit Card,4,22.5,0,No,No,No
SP-000299,34,50,17.07,835.05,Premium,North,PayPal,5,58.9,0,No,Yes,No
SP-000300,19,28,17.63,515.61,Basic,East,Credit Card,3,8.4,0,Yes,No,No
SP-000301,38,57,17.17,920.94,Standard,North,Debit Card,4,11.1,0,No,No,No
SP-000302,65,32,11.11,437.74,Premium,West,PayPal,2,61.2,0,No,Yes,No
SP-000303,18,71,12.32,855.37,Basic,West,Mobile Wallet,1,17.8,1,No,No,No
SP-000304,69,4,15.99,129.24,Basic,West,PayPal,5,9.9,1,Yes,No,Yes
SP-000305,48,12,14.56,132.49,Premium,South,Bank Transfer,2,30.9,0,Yes,No,No
SP-000306,25,69,11.42,742.58,Basic,South,Mobile Wallet,4,13.5,0,Yes,Yes,Yes
SP-000307,35,20,6.51,209.88,Standard,South,Credit Card,2,54.6,0,Yes,No,Yes
SP-000308,49,22,13.45,258.34,Standard,North,Mobile Wallet,2,24.3,0,No,No,No
SP-000309,35,56,17.31,875.29,Standard,East,Bank Transfer,4,13.9,2,No,No,Yes
SP-000310,24,13,8.2,44.2,Basic,West,Credit Card,2,14.5,0,Yes,No,Yes
SP-000311,55,36,15.55,611.2,Standard,South,PayPal,5,29.9,0,Yes,No,No
SP-000312,56,20,14.32,332.04,Basic,North,Credit Card,1,19.4,1,Yes,No,No
SP-000313,24,14,15.99,178.11,Premium,East,PayPal,1,17.6,0,No,Yes,No
SP-000314,34,69,16.48,1099.22,Basic,South,Credit Card,1,37.4,2,No,No,No
SP-000315,31,14,10.21,183.32,Standard,West,PayPal,2,59.4,0,Yes,No,No
SP-000316,55,6,6.52,118.08,Standard,West,Debit Card,1,34.0,0,Yes,No,No
SP-000317,59,48,10.86,517.15,Basic,West,Debit Card,2,12.7,0,No,Yes,No
SP-000318,59,62,16.55,1059.35,Basic,South,Credit Card,1,9.4,1,No,No,No
SP-000319,71,9,10.82,149.79,Standard,West,PayPal,4,35.9,0,No,No,No
SP-000320,61,50,10.21,639.68,Basic,North,Debit Card,1,33.9,1,Yes,No,No
SP-000321,36,38,5.7,147.26,Basic,South,PayPal,5,16.7,1,Yes,Yes,No
SP-000322,24,59,20.0,1139.88,Standard,South,Credit Card,5,19.7,0,No,No,Yes
SP-000323,53,9,16.29,116.22,Premium,West,Credit Card,4,13.3,0,Yes,Yes,Yes
SP-000324,70,70,16.07,1174.55,Standard,East,Debit Card,4,9.6,1,No,Yes,No
SP-000325,73,44,16.86,726.72,Basic,South,Mobile Wallet,4,14.1,0,No,No,Yes
SP-000326,31,60,15.3,936.73,Premium,North,Credit Card,5,1.8,1,Yes,No,No
SP-000327,31,26,12.01,319.57,Standard,West,PayPal,3,48.1,1,Yes,No,No
SP-000328,20,67,12.33,826.21,Basic,East,Credit Card,4,7.2,1,No,Yes,Yes
SP-000329,26,45,11.28,514.04,Basic,West,PayPal,3,21.9,0,No,Yes,No
SP-000330,49,9,23.53,273.56,Basic,South,Credit Card,4,3.0,0,Yes,No,No
SP-000331,49,66,15.21,945.62,Basic,North,Debit Card,2,33.2,0,No,Yes,Yes
SP-000332,39,57,11.13,625.5,Standard,South,Credit Card,1,40.0,0,Yes,No,No
SP-000333,35,21,14.85,238.93,Basic,East,Credit Card,5,23.4,0,No,Yes,No
SP-000334,65,39,8.95,362.64,Standard,North,Credit Card,4,21.0,0,No,Yes,No
SP-000335,44,27,19.01,501.54,Basic,North,Credit Card,4,13.2,0,Yes,No,No
SP-000336,64,39,10.35,467.8,Basic,West,Debit Card,2,47.4,1,No,Yes,No
SP-000337,72,69,14.99,1034.02,Basic,East,Bank Transfer,4,5.8,0,No,No,No
SP-000338,36,64,17.25,1077.37,Standard,South,Debit Card,3,15.8,1,No,No,No
SP-000339,29,15,14.53,203.15,Standard,East,Mobile Wallet,1,12.0,0,Yes,Yes,No
SP-000340,72,69,13.37,1025.94,Basic,East,Debit Card,5,11.7,0,No,No,No
SP-000341,54,31,13.03,309.73,Basic,North,Credit Card,5,46.6,0,No,No,No
SP-000342,34,50,12.76,600.35,Basic,South,Credit Card,5,20.1,0,Yes,No,No
SP-000343,53,55,10.68,589.56,Premium,South,Debit Card,3,13.1,1,Yes,Yes,No
SP-000344,47,34,11.19,342.27,Basic,North,Credit Card,2,27.8,0,No,No,No
SP-000345,69,32,18.91,634.56,Standard,North,Mobile Wallet,1,26.2,0,No,No,No
SP-000346,32,32,12.56,398.53,Basic,South,PayPal,4,39.6,0,Yes,Yes,No
SP-000347,74,62,9.85,626.06,Basic,East,Debit Card,5,29.9,1,No,Yes,No
SP-000348,71,27,10.92,301.91,Standard,East,Debit Card,1,20.7,1,Yes,No,No
SP-000349,28,20,17.39,341.62,Standard,West,Credit Card,4,21.8,0,No,Yes,Yes
SP-000350,27,26,15.69,330.49,Basic,South,PayPal,1,29.0,0,Yes,Yes,No
SP-000351,48,14,15.23,223.79,Premium,East,Credit Card,4,10.6,1,Yes,No,No
SP-000352,20,28,11.96,229.08,Basic,West,Credit Card,1,25.8,0,No,No,No
SP-000353,35,8,15.28,81.92,Basic,East,Credit Card,5,58.5,0,No,No,No
SP-000354,42,6,10.42,91.87,Basic,West,Credit Card,1,23.4,1,Yes,Yes,No
SP-000355,73,52,11.95,692.78,Standard,North,PayPal,3,17.0,1,No,Yes,No
SP-000356,74,5,16.87,225.31,Standard,West,Credit Card,4,16.8,0,No,No,Yes
SP-000357,26,40,16.49,633.9,Basic,East,Credit Card,5,28.2,0,No,No,No
SP-000358,68,56,9.06,455.45,Premium,East,Mobile Wallet,2,24.9,0,Yes,No,No
SP-000359,23,52,9.57,528.98,Standard,North,Bank Transfer,5,34.2,0,Yes,Yes,Yes
SP-000360,60,32,13.42,541.64,Premium,East,Debit Card,1,13.8,1,No,Yes,No
SP-000361,66,13,19.89,350.53,Premium,West,Debit Card,3,19.2,0,No,No,Yes
SP-000362,68,67,5.33,295.01,Premium,East,PayPal,5,38.1,0,Yes,No,No
SP-000363,30,60,14.1,837.57,Standard,North,Credit Card,2,40.1,0,Yes,Yes,No
SP-000364,68,44,7.49,380.58,Basic,South,Debit Card,3,40.3,1,Yes,No,No
SP-000365,24,6,10.45,117.88,Basic,East,Credit Card,3,35.4,1,Yes,Yes,No
SP-000366,47,2,11.53,58.57,Standard,West,Debit Card,2,36.2,0,No,No,No
SP-000367,44,22,11.31,221.9,Basic,South,Bank Transfer,4,25.8,1,Yes,No,No
SP-000368,36,11,10.85,154.33,Standard,West,PayPal,3,6.9,1,No,No,No
SP-000369,19,61,13.02,849.98,Basic,West,Bank Transfer,4,7.5,0,No,No,No
SP-000370,62,14,10.85,95.98,Premium,South,PayPal,3,23.1,1,Yes,No,No
SP-000371,37,20,7.14,222.61,Basic,North,PayPal,5,23.8,2,No,No,No
SP-000372,55,70,16.11,1187.22,Premium,West,PayPal,3,11.5,0,Yes,No,Yes
SP-000373,41,58,16.0,883.48,Basic,East,PayPal,4,12.1,1,Yes,No,No
SP-000374,39,15,16.36,300.89,Basic,West,Debit Card,4,20.7,1,Yes,No,Yes
SP-000375,68,27,6.83,233.2,Premium,West,Credit Card,5,80.2,0,Yes,No,No
SP-000376,23,37,14.19,576.1,Premium,South,Debit Card,5,9.8,0,Yes,No,No
SP-000377,59,47,15.69,831.99,Standard,North,Credit Card,2,16.3,1,No,No,No
SP-000378,60,67,8.87,593.66,Premium,West,Debit Card,2,39.5,1,Yes,No,No
SP-000379,39,62,13.03,827.75,Basic,East,Credit Card,2,34.9,0,Yes,No,No
SP-000380,32,70,12.52,718.08,Premium,North,Debit Card,3,27.2,0,No,No,No
SP-000381,18,2,20.36,107.67,Basic,East,Credit Card,3,4.4,0,No,No,Yes
SP-000382,71,17,20.69,412.91,Standard,North,Credit Card,1,18.5,0,Yes,No,No
SP-000383,72,40,6.33,334.56,Basic,South,Debit Card,5,66.7,0,Yes,No,No
SP-000384,31,3,22.97,12.71,Basic,South,Credit Card,5,11.7,0,Yes,Yes,No
SP-000385,19,25,9.33,290.97,Standard,South,Bank Transfer,4,11.4,0,Yes,No,No
SP-000386,24,11,16.91,247.13,Standard,East,Debit Card,2,56.9,1,Yes,No,Yes
SP-000387,21,67,16.87,1091.24,Basic,West,Credit Card,5,20.6,1,No,No,No
SP-000388,65,4,9.01,99.4,Premium,South,Credit Card,2,4.7,0,Yes,No,No
SP-000389,68,10,14.96,177.38,Standard,East,PayPal,2,8.8,1,Yes,Yes,Yes
SP-000390,26,14,12.56,73.96,Basic,West,PayPal,5,14.1,1,No,No,Yes
SP-000391,60,10,15.21,187.17,Standard,East,Debit Card,5,26.3,0,Yes,Yes,Yes
SP-000392,28,40,13.91,510.37,Basic,South,Credit Card,3,19.0,1,Yes,Yes,No
SP-000393,38,26,17.78,361.72,Basic,East,PayPal,1,11.0,0,No,No,No
SP-000394,52,65,13.29,885.84,Standard,South,Mobile Wallet,1,19.2,0,Yes,No,No
SP-000395,59,18,12.32,217.84,Basic,South,Credit Card,5,11.7,0,Yes,Yes,No
SP-000396,67,38,17.37,744.29,Basic,East,Credit Card,2,69.2,0,Yes,No,No
SP-000397,20,47,15.31,730.47,Standard,South,Credit Card,4,8.4,1,Yes,Yes,No
SP-000398,29,45,15.92,763.11,Basic,North,Credit Card,2,15.5,1,Yes,No,No
SP-000399,33,57,10.33,619.34,Premium,West,PayPal,3,13.9,0,Yes,Yes,No
SP-000400,35,14,8.81,184.6,Standard,East,Bank Transfer,5,14.0,0,Yes,Yes,No
SP-000401,74,36,10.72,332.74,Basic,North,Bank Transfer,3,9.2,1,Yes,No,No
SP-000402,62,57,10.51,610.98,Standard,South,PayPal,3,54.1,0,Yes,No,No
SP-000403,36,62,16.13,991.62,Basic,South,Credit Card,3,84.1,0,No,No,No
SP-000404,73,44,16.89,782.38,Standard,West,Bank Transfer,2,28.6,1,No,No,No
SP-000405,46,46,12.37,584.37,Basic,West,Credit Card,3,26.9,0,Yes,No,No
SP-000406,46,62,18.71,1123.18,Premium,East,Credit Card,3,5.6,1,Yes,No,No
SP-000407,42,44,18.46,791.96,Basic,South,PayPal,1,53.2,1,No,No,No
SP-000408,26,68,13.96,1048.19,Standard,North,Credit Card,3,11.7,0,Yes,No,No
SP-000409,71,9,9.7,0.0,Basic,North,PayPal,4,5.0,0,Yes,No,No
SP-000410,18,25,19.29,524.81,Basic,North,Bank Transfer,1,32.2,0,No,No,No
SP-000411,27,8,12.75,176.49,Standard,West,PayPal,5,44.3,1,Yes,Yes,No
SP-000412,31,6,13.49,115.67,Standard,North,PayPal,5,52.9,0,Yes,No,No
SP-000413,33,33,11.63,502.05,Premium,East,Credit Card,4,15.7,0,Yes,No,Yes
SP-000414,25,16,9.43,207.19,Basic,West,Credit Card,1,14.3,0,Yes,No,No
SP-000415,19,29,7.12,229.53,Basic,South,PayPal,3,25.4,0,Yes,No,No
SP-000416,56,31,15.52,453.12,Basic,East,Debit Card,5,19.0,0,Yes,No,No
SP-000417,73,44,9.86,458.0,Basic,West,Mobile Wallet,1,32.6,0,No,No,No
SP-000418,24,68,25.23,1756.54,Premium,South,Credit Card,4,25.6,0,Yes,No,No
SP-000419,34,61,8.65,527.86,Premium,South,Credit Card,5,11.0,0,No,Yes,Yes
SP-000420,46,27,7.96,170.35,Premium,North,Credit Card,1,54.0,0,Yes,No,No
SP-000421,70,23,15.03,273.44,Basic,South,PayPal,2,32.8,0,Yes,Yes,Yes
SP-000422,57,55,19.11,1062.17,Basic,West,PayPal,4,43.6,0,Yes,Yes,No
SP-000423,61,8,13.25,17.18,Standard,East,Bank Transfer,5,11.1,0,Yes,No,No
SP-000424,51,38,15.28,552.35,Basic,North,Credit Card,4,32.1,0,No,Yes,No
SP-000425,41,30,5.62,22.7,Standard,East,Debit Card,3,38.3,1,Yes,No,No
SP-000426,29,13,10.28,183.62,Basic,East,Credit Card,4,24.9,0,Yes,No,Yes
SP-000427,67,44,8.7,452.04,Basic,North,Credit Card,3,9.1,0,Yes,No,No
SP-000428,63,23,5.41,129.17,Premium,West,Credit Card,3,23.3,1,Yes,Yes,No
SP-000429,19,13,13.46,284.87,Basic,North,Debit Card,4,35.9,1,Yes,No,No
SP-000430,58,47,4.99,315.37,Premium,South,Debit Card,1,45.6,0,Yes,No,No
SP-000431,22,12,7.7,121.19,Basic,South,Credit Card,2,6.1,0,Yes,No,No
SP-000432,60,48,10.84,513.53,Basic,East,PayPal,1,24.5,1,No,No,No
SP-000433,65,11,9.66,85.3,Basic,West,PayPal,4,7.4,2,No,No,No
SP-000434,25,31,14.58,485.73,Basic,North,Credit Card,4,36.2,0,Yes,No,No
SP-000435,42,58,14.21,815.71,Standard,South,Credit Card,1,42.6,0,Yes,No,No
SP-000436,25,16,16.57,298.01,Basic,South,PayPal,1,10.3,1,Yes,No,Yes
SP-000437,50,55,16.0,917.35,Standard,West,PayPal,2,8.8,0,Yes,No,No
SP-000438,70,51,17.55,881.28,Premium,West,PayPal,2,13.8,1,Yes,No,No
SP-000439,22,64,12.98,896.47,Basic,South,Credit Card,3,19.5,2,Yes,No,No
SP-000440,40,12,14.2,156.69,Basic,East,Debit Card,3,12.4,0,No,Yes,No
SP-000441,73,51,15.04,768.32,Basic,West,Mobile Wallet,2,38.4,0,No,No,Yes
SP-000442,35,67,13.56,849.87,Standard,West,Credit Card,1,45.7,1,Yes,No,Yes
SP-000443,25,54,11.4,599.36,Standard,East,Debit Card,4,23.8,1,Yes,No,Yes
SP-000444,45,13,11.66,281.07,Basic,East,Bank Transfer,4,12.7,0,Yes,No,No
SP-000445,46,59,9.72,519.46,Standard,West,Credit Card,4,19.0,1,Yes,No,No
SP-000446,55,7,14.68,129.02,Standard,North,PayPal,5,23.8,1,Yes,No,No
SP-000447,35,42,12.61,502.35,Basic,South,Mobile Wallet,5,18.4,0,Yes,Yes,No
SP-000448,72,35,10.34,229.07,Basic,East,Credit Card,5,20.8,0,Yes,No,No
SP-000449,47,38,10.34,426.46,Premium,North,PayPal,4,43.4,0,Yes,Yes,No
SP-000450,34,37,8.15,268.18,Basic,East,Debit Card,1,12.1,1,No,No,No
SP-000451,72,2,16.91,52.96,Basic,West,Mobile Wallet,2,72.8,0,Yes,No,Yes
SP-000452,70,36,13.3,538.18,Basic,North,Mobile Wallet,3,24.3,0,No,No,Yes
SP-000453,46,67,9.54,653.26,Standard,West,Mobile Wallet,4,17.7,1,Yes,No,No
SP-000454,19,31,16.22,522.52,Basic,South,Credit Card,5,11.8,2,Yes,Yes,No
SP-000455,52,19,10.75,152.17,Basic,West,PayPal,4,12.7,0,Yes,Yes,Yes
SP-000456,49,71,7.36,564.97,Basic,East,Mobile Wallet,2,22.3,0,Yes,No,No
SP-000457,26,7,17.07,108.11,Standard,North,PayPal,4,24.2,0,Yes,Yes,No
SP-000458,54,35,10.84,259.49,Basic,East,PayPal,4,17.2,1,Yes,No,No
SP-000459,65,36,11.35,458.23,Premium,North,Credit Card,4,7.4,0,Yes,No,No
SP-000460,24,34,13.15,515.08,Basic,North,Mobile Wallet,3,22.3,1,Yes,No,No
SP-000461,59,66,17.56,1247.83,Basic,West,Credit Card,4,12.9,1,Yes,No,No
SP-000462,25,30,13.07,522.35,Premium,West,Credit Card,2,4.7,1,No,No,Yes
SP-000463,60,70,8.19,619.71,Premium,North,Mobile Wallet,2,33.5,2,Yes,No,No
SP-000464,41,4,15.17,91.52,Basic,South,Mobile Wallet,2,5.4,0,No,No,No
SP-000465,18,52,11.05,640.09,Premium,North,Bank Transfer,2,16.7,1,No,Yes,No
SP-000466,73,42,20.54,809.46,Standard,South,Debit Card,4,20.4,0,Yes,No,No
SP-000467,27,17,12.99,120.51,Basic,West,Credit Card,2,49.8,0,No,No,No
SP-000468,51,16,4.99,51.22,Premium,North,Debit Card,1,4.9,1,Yes,No,No
SP-000469,28,51,14.42,812.05,Standard,East,Credit Card,1,35.9,0,Yes,No,No
SP-000470,71,45,20.77,894.98,Basic,West,Mobile Wallet,5,39.7,1,No,No,No
SP-000471,60,44,19.29,876.7,Standard,West,Debit Card,3,59.5,0,Yes,No,No
SP-000472,63,3,20.31,95.33,Basic,South,Debit Card,3,44.7,1,Yes,No,No
SP-000473,42,43,8.91,397.79,Basic,East,Credit Card,5,20.8,0,Yes,No,No
SP-000474,44,70,16.64,1088.14,Premium,South,Debit Card,1,37.0,0,Yes,No,No
SP-000475,54,1,10.1,30.66,Standard,North,Mobile Wallet,5,51.3,1,Yes,No,Yes
SP-000476,62,33,13.89,433.08,Standard,North,PayPal,4,3.8,0,No,No,Yes
SP-000477,66,35,7.9,378.67,Standard,East,Credit Card,4,7.3,0,Yes,No,No
SP-000478,19,64,10.41,734.45,Standard,East,Credit Card,3,26.0,0,Yes,Yes,No
SP-000479,55,20,10.29,182.62,Basic,East,Credit Card,4,39.4,0,Yes,No,No
SP-000480,24,34,16.58,669.66,Premium,West,Credit Card,2,32.7,0,No,No,No
SP-000481,34,51,16.19,846.31,Standard,East,Mobile Wallet,2,27.6,1,No,No,No
SP-000482,65,4,14.1,0.0,Standard,South,PayPal,5,59.0,3,No,No,No
SP-000483,32,57,7.59,427.93,Standard,South,Credit Card,2,17.2,0,Yes,No,No
SP-000484,63,59,11.74,790.78,Basic,West,PayPal,4,12.4,1,Yes,Yes,No
SP-000485,44,51,10.01,461.32,Basic,West,Credit Card,5,14.8,0,Yes,No,No
SP-000486,31,46,16.47,753.53,Basic,North,Credit Card,3,26.3,0,No,No,No
SP-000487,37,53,17.7,856.51,Basic,West,Debit Card,2,20.3,0,Yes,No,No
SP-000488,48,56,17.22,892.25,Standard,North,Credit Card,5,40.8,0,No,No,No
SP-000489,61,65,9.97,598.0,Premium,West,Debit Card,5,13.0,1,Yes,No,No
SP-000490,52,30,4.99,76.06,Basic,East,PayPal,3,28.7,0,No,No,Yes
SP-000491,71,32,5.92,152.34,Basic,East,Mobile Wallet,1,37.1,0,Yes,No,No
SP-000492,67,45,18.68,944.9,Standard,East,Credit Card,3,51.3,1,Yes,No,No
SP-000493,60,13,11.38,145.78,Basic,East,PayPal,3,8.5,0,Yes,Yes,No
SP-000494,52,61,9.99,656.52,Premium,South,Credit Card,1,14.6,2,Yes,No,No
SP-000495,34,55,19.56,1141.29,Basic,West,Debit Card,3,19.2,1,No,No,No
SP-000496,41,45,18.05,745.74,Basic,East,Credit Card,1,6.4,1,Yes,No,No
SP-000497,24,21,13.09,225.0,Basic,East,Debit Card,4,27.4,1,No,No,No
SP-000498,39,25,11.82,341.45,Premium,South,Credit Card,3,27.1,1,Yes,Yes,No
SP-000499,70,31,12.46,348.2,Basic,North,Mobile Wallet,4,25.6,0,Yes,No,No
SP-000500,42,47,13.9,695.28,Standard,East,Mobile Wallet,3,18.4,1,Yes,No,No
SP-000501,24,56,19.39,1186.48,Basic,South,Credit Card,4,47.7,0,Yes,No,No
SP-000502,55,48,14.68,617.32,Basic,East,PayPal,4,14.9,1,No,No,Yes
SP-000503,72,66,15.89,1027.32,Premium,South,Credit Card,1,44.9,0,Yes,No,No
SP-000504,67,69,17.67,1207.33,Basic,West,PayPal,3,14.6,0,Yes,Yes,No
SP-000505,33,50,8.31,383.92,Basic,East,Credit Card,4,8.3,0,Yes,No,Yes
SP-000506,43,26,16.01,379.78,Standard,South,Credit Card,3,21.0,1,No,No,Yes
SP-000507,48,43,11.81,478.3,Premium,East,PayPal,2,23.8,1,No,No,No
SP-000508,32,30,4.99,148.78,Basic,East,Debit Card,5,29.0,1,No,Yes,No
SP-000509,33,45,4.99,234.44,Basic,East,Debit Card,1,2.6,1,Yes,Yes,No
SP-000510,31,58,8.92,574.56,Premium,East,Debit Card,5,16.9,0,Yes,No,No
SP-000511,74,26,15.11,391.35,Standard,West,Credit Card,4,69.5,0,Yes,Yes,Yes
SP-000512,60,36,13.45,551.29,Premium,South,Credit Card,2,13.8,1,No,No,No
SP-000513,65,3,13.73,5.68,Standard,South,PayPal,1,39.8,0,Yes,No,No
SP-000514,64,53,20.79,1029.79,Standard,South,PayPal,5,114.3,1,No,Yes,Yes
SP-000515,72,35,7.91,258.56,Basic,East,Credit Card,3,77.7,1,No,Yes,No
SP-000516,24,33,12.88,452.79,Basic,West,Credit Card,5,9.4,0,No,No,Yes
SP-000517,68,38,14.21,591.61,Standard,East,PayPal,5,37.6,1,No,Yes,No
SP-000518,21,15,10.04,238.21,Standard,North,PayPal,1,39.1,0,Yes,No,No
SP-000519,45,43,13.1,580.71,Premium,West,PayPal,4,33.7,1,Yes,Yes,Yes
SP-000520,51,53,6.59,394.45,Standard,West,Debit Card,2,8.1,0,Yes,No,No
SP-000521,38,25,18.63,547.88,Basic,South,Debit Card,5,25.4,1,Yes,No,No
SP-000522,26,9,10.26,45.59,Standard,North,Debit Card,2,25.3,2,No,No,No
SP-000523,28,27,21.12,557.63,Standard,South,Credit Card,1,7.2,0,Yes,Yes,No
SP-000524,65,14,12.86,346.29,Basic,West,Credit Card,4,17.7,0,No,No,No
SP-000525,36,26,17.1,495.98,Standard,East,Credit Card,3,26.2,1,No,No,Yes
SP-000526,35,45,12.78,605.74,Standard,North,PayPal,3,20.5,0,Yes,Yes,Yes
SP-000527,70,8,12.87,156.58,Basic,North,Credit Card,2,35.3,0,Yes,No,No
SP-000528,26,53,10.65,484.31,Standard,West,PayPal,3,17.3,0,Yes,No,No
SP-000529,70,16,13.47,176.71,Standard,South,Debit Card,5,23.6,0,Yes,Yes,No
SP-000530,70,64,14.26,851.9,Premium,East,Credit Card,4,41.4,1,No,No,Yes
SP-000531,52,52,9.85,537.32,Basic,South,PayPal,5,64.4,2,No,No,No
SP-000532,27,19,12.49,215.17,Standard,North,PayPal,2,8.0,1,No,Yes,Yes
SP-000533,26,40,10.55,427.72,Standard,South,Credit Card,5,34.4,0,Yes,Yes,Yes
SP-000534,34,7,22.19,136.67,Standard,East,PayPal,2,15.3,0,No,No,Yes
SP-000535,50,7,12.63,0.0,Basic,South,Debit Card,5,29.3,1,Yes,No,No
SP-000536,26,68,19.17,1356.66,Premium,East,Credit Card,5,7.5,0,No,No,No
SP-000537,43,57,12.21,590.24,Premium,South,PayPal,1,48.4,1,No,No,No
SP-000538,24,11,14.03,110.67,Standard,South,PayPal,5,11.8,1,No,No,No
SP-000539,48,20,7.7,75.07,Standard,South,Credit Card,4,41.9,1,Yes,Yes,No
SP-000540,19,14,11.2,104.02,Basic,South,Bank Transfer,4,8.4,0,No,No,No
SP-000541,58,28,13.83,399.35,Standard,South,PayPal,3,6.1,1,Yes,No,Yes
SP-000542,21,20,19.33,460.7,Basic,East,PayPal,2,18.7,1,Yes,No,No
SP-000543,29,23,13.88,225.58,Standard,South,Credit Card,5,25.6,0,Yes,No,No
SP-000544,27,38,18.52,670.33,Basic,East,Credit Card,1,82.1,0,Yes,No,No
SP-000545,65,13,15.55,97.21,Standard,South,Debit Card,5,25.2,1,Yes,Yes,No
SP-000546,21,63,19.5,1192.18,Basic,South,PayPal,2,9.4,1,Yes,Yes,No
SP-000547,42,52,12.75,667.31,Standard,West,Debit Card,4,37.5,0,No,No,No
SP-000548,51,54,22.55,1263.72,Standard,West,PayPal,3,53.6,0,No,No,No
SP-000549,47,12,11.05,5.49,Basic,South,Credit Card,2,11.2,1,No,Yes,Yes
SP-000550,56,50,9.92,529.03,Basic,South,PayPal,2,40.9,1,No,No,No
SP-000551,63,60,8.15,430.64,Premium,East,PayPal,2,49.3,0,Yes,No,No
SP-000552,40,12,22.31,194.75,Standard,North,PayPal,5,38.1,0,No,No,Yes
SP-000553,65,54,16.27,882.63,Basic,South,PayPal,4,13.2,0,Yes,No,No
SP-000554,36,25,11.65,328.88,Basic,East,Mobile Wallet,4,25.8,1,Yes,No,Yes
SP-000555,74,56,17.99,1001.41,Basic,East,Credit Card,4,29.3,1,No,No,No
SP-000556,46,34,15.74,469.57,Standard,North,PayPal,3,47.4,1,No,No,Yes
SP-000557,59,57,20.85,1182.39,Standard,North,Bank Transfer,5,14.0,0,Yes,No,No
SP-000558,67,10,6.8,24.49,Basic,South,Debit Card,2,41.6,1,No,No,Yes
SP-000559,63,28,11.93,370.28,Standard,North,Credit Card,5,20.0,0,Yes,Yes,No
SP-000560,66,19,11.14,276.18,Standard,East,Bank Transfer,2,16.9,1,No,No,No
SP-000561,48,17,5.1,147.39,Standard,West,Credit Card,2,23.0,1,No,No,Yes
SP-000562,20,22,17.23,377.88,Basic,South,Credit Card,3,2.1,0,Yes,Yes,No
SP-000563,46,27,11.91,388.93,Basic,South,Credit Card,4,3.1,1,No,Yes,No
SP-000564,28,9,15.95,82.29,Basic,North,Debit Card,4,4.1,1,Yes,No,No
SP-000565,68,50,22.43,1228.47,Basic,North,Debit Card,4,30.1,0,Yes,Yes,No
SP-000566,31,39,11.58,390.03,Basic,East,Debit Card,1,18.4,0,No,No,No
SP-000567,30,59,11.31,545.48,Basic,South,Mobile Wallet,1,13.3,0,No,Yes,Yes
SP-000568,32,50,13.46,754.93,Basic,East,Debit Card,5,21.6,0,Yes,Yes,No
SP-000569,54,10,16.94,126.79,Standard,East,Debit Card,5,42.2,0,No,No,Yes
SP-000570,50,5,10.72,60.6,Basic,West,Mobile Wallet,1,20.8,0,Yes,Yes,Yes
SP-000571,72,30,10.47,252.25,Standard,North,PayPal,5,9.2,0,Yes,No,No
SP-000572,41,34,17.22,727.3,Basic,East,Credit Card,2,90.5,0,No,No,No
SP-000573,34,17,14.5,355.81,Standard,West,Credit Card,5,22.4,0,Yes,No,No
SP-000574,20,56,4.99,372.23,Basic,South,PayPal,5,49.6,0,Yes,No,No
SP-000575,18,41,8.09,336.99,Standard,North,PayPal,4,38.4,0,No,No,No
SP-000576,39,53,18.99,1065.31,Standard,South,Debit Card,1,16.1,0,No,Yes,No
SP-000577,70,7,14.6,99.02,Basic,West,Credit Card,4,63.8,0,Yes,No,No
SP-000578,47,58,9.94,643.85,Standard,West,PayPal,1,14.2,0,Yes,No,No
SP-000579,68,14,12.31,147.7,Basic,South,PayPal,2,29.8,0,No,Yes,No
SP-000580,23,32,13.04,512.36,Standard,North,Debit Card,4,27.1,1,No,Yes,Yes
SP-000581,23,31,15.93,466.18,Basic,South,Mobile Wallet,1,28.9,0,Yes,No,No
SP-000582,65,59,7.56,425.2,Basic,North,PayPal,2,57.0,1,Yes,Yes,No
SP-000583,24,19,9.63,154.98,Basic,East,PayPal,4,22.8,0,Yes,Yes,Yes
SP-000584,20,17,14.08,250.91,Premium,West,PayPal,1,26.0,1,Yes,No,No
SP-000585,41,24,12.59,278.87,Basic,North,PayPal,2,26.9,2,Yes,No,No
SP-000586,70,25,15.28,411.24,Standard,East,Debit Card,1,80.0,1,Yes,No,Yes
SP-000587,57,13,8.07,76.05,Basic,West,Debit Card,4,47.2,1,No,Yes,No
SP-000588,23,12,14.42,220.49,Basic,East,PayPal,1,5.8,0,No,No,Yes
SP-000589,65,16,17.36,368.86,Basic,West,PayPal,2,14.6,0,Yes,No,Yes
SP-000590,66,33,14.94,497.67,Premium,North,Debit Card,3,23.9,0,Yes,No,No
SP-000591,63,24,13.55,458.3,Standard,East,Credit Card,2,56.2,0,Yes,No,No
SP-000592,69,28,12.61,420.73,Basic,North,PayPal,2,59.8,1,Yes,No,No
SP-000593,31,51,9.65,620.44,Standard,West,PayPal,5,21.8,1,Yes,Yes,Yes
SP-000594,73,17,12.7,212.23,Basic,South,Credit Card,4,14.2,0,No,No,No
SP-000595,36,65,18.03,1072.26,Basic,North,Credit Card,1,19.6,0,Yes,No,No
